NO.,시설구분,단말번호,관측소코드,위도,경도,고도,주소,설치층수,건물전체층수,제조사,연결상태,축보정,설치시점,수신시간,등록순번,시설구분세부,H3 Cell,Same_H3_Count,H3_Category,센서 품질,Sensor_Replacement_Status,통신품질기준,Communication_Quality_Status,Image_Link_1,Image_Link_2
403,SKM,01227587942,KYU0F,35.7115,129.3193,75.78,경북 경주시 외동읍 순금2길 11,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1572,SKT2,8530c1affffffff,6,양호,7,교체불필요,-,,,
404,SKM,01227587943,JJJ2K,33.4861,126.4317,32,제주 제주시 우정로15길 5,3,6,우리넷,disc.,0,22년2월,2023.10.15 04:46:13,7325,SKT1,-,,,,,-,,,
405,SKM,01227587944,KAN01,34.645,126.7872,16.3,전남 강진군 군동면 군동계산길 9,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,810,SKT1,8530c66ffffffff,7,양호,9,교체불필요,-,,,
406,SKM,01227587945,CHA12,35.2411,128.585,28.7,경남 창원시 마산회원구 3·15대로 782,1,3,우리넷,disc.,45,20년5월,0,2882,대리점,-,,,,,-,,,
407,SKM,01227587946,JSP06,33.2667,126.4196,184.88,제주 서귀포시 색달로181번길 66,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1391,SKT2,8530d15bfffffff,10,양호,8,교체불필요,-,,,
408,SKM,01227587949,JJJ07,33.5232,126.8482,17.86,제주 제주시 구좌읍 평대12길 20,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1248,SKT1,8530d103fffffff,2,부족,10,교체불필요,-,,,
409,SKM,01227587950,KYU0C,35.8445,129.2333,57.94,경북 경주시 알천북로 327,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1278,SKT2,8530c1b7fffffff,13,양호,7,교체불필요,-,,,
410,FSM,01227587951,NAJB9,34.9685,126.6714,17,전남 나주시 왕곡면 나주서부로 378,1,1,우리넷,normal,0,22년 하반기 이후,2024.09.30 08:57:58,7657,소방청,8530c60ffffffff,7,양호,,,-,,,
411,SKM,01227587952,SAC06,34.9376,128.0865,20.1,경남 사천시 신항로 116,1,4,우리넷,disc.,0,20년5월,2020.12.23 18:17:46,3150,대리점,-,,,,,-,,,
412,SKM,01227587953,GPG03,35.1724,126.8611,23.71,광주 북구 하남대로 625,3,5,우리넷,normal,0,20년1월,2024.09.30 08:57:58,739,SKT1,8530c6affffffff,54,초과밀,6,관찰필요,-,,,
413,SKM,01227587954,CHA16,35.156,128.6982,12.42,경남 창원시 진해구 진해대로776번길 29,1,3,우리넷,disc.,0,20년5월,2024.07.21 21:21:43,2979,대리점,-,,,,,-,,,
414,SKM,01227587960,MOK01,34.8119,126.3964,15.99,전남 목포시 양을로242번길 2,4,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,938,SKT1,8530c647fffffff,24,과밀,8,교체불필요,-,,,
415,SKM,01227587961,GSG03,35.1484,126.8502,22.44,광주 서구 상무평화로 103,12,13,우리넷,disc.,45,20년1월,2022.04.18 14:51:38,1058,SKT2,-,,,,,-,,,
416,SKM,01227587967,DDK09,35.8716,128.4962,30.29,대구 달성군 다사읍 서재본길 5,1,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,875,SKT1,8530c567fffffff,17,양호,10,교체불필요,-,,,
417,SKM,01227587973,POH0E,36.0823,129.3915,15.75,경북 포항시 북구 장성로 69-9,3,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1289,SKT2,8530ea63fffffff,20,양호,5,교체검토,-,,,
418,SKM,01227587974,DAJ03,36.8897,126.6388,34.29,충남 당진시 무수동2길 25-6,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,484,SKT2,8530e06bfffffff,12,양호,4,교체권장,-,,,
419,SKM,01227587976,KWY06,34.9367,127.7035,4.27,전남 광양시 눈소1길 3-3,2,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1445,SKT2,8530c07bfffffff,17,양호,9,교체불필요,-,,,
420,SKM,01227587980,JID01,34.4842,126.2642,13.52,전남 진도군 진도읍 철마길 4,3,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,805,SKT1,8530d5b3fffffff,8,양호,9,교체불필요,-,,,
421,SKM,01227587985,DDS0A,35.8402,128.5451,28.52,대구 달서구 당산로 32,5,5,우리넷,normal,0,20년1월,2024.09.30 08:57:58,876,SKT1,8530c193fffffff,81,초과밀,10,교체불필요,-,,,
422,FSM,01227587989,KOH1C,34.4633,127.4588,5.48,전남 고흥군 봉래면 나로도항길 13,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6802,소방청,8530c207fffffff,4,부족,8,교체불필요,-,,,
423,SKM,01227587990,HAM04,35.1964,126.566,296.1,전남 함평군 해보면 금계리 산 37,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1290,SKT1,8530c617fffffff,5,부족,10,교체불필요,-,,,
424,FSM,01227587992,NAJAX,34.9626,126.7907,23,전남 나주시 봉황면 봉황로 831,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,5315,소방청,8530c63bfffffff,7,양호,9,교체불필요,-,,,
425,SKM,01227587994,JEC0K,37.2077,128.2418,344.38,충북 제천시 송학면 송학주천로 543,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,2204,SKT1,8530ee8ffffffff,10,양호,7,교체불필요,-,,,
426,SKM,01227587997,SJG1X,37.5665,126.9851,25.21,서울 중구 을지로 65,18,40,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2616,SKT3,-,,,,,-,,,
427,FSM,01227587998,GOS31,35.11,128.2381,52.36,경남 고성군 영오면 문산로 14-10,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,5317,소방청,8530c02ffffffff,8,양호,8,교체불필요,-,,,
428,SKM,01227587999,DSS08,35.8414,128.7008,51.13,대구 수성구 달구벌대로 3144,2,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1553,SKT1,8530c183fffffff,24,과밀,8,교체불필요,-,,,
429,FSM,01227588000,YUS1K,34.7186,127.7502,10.57,전남 여수시 돌산읍 강남로 34,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6806,소방청,8530c2a7fffffff,29,과밀,10,교체불필요,-,,,
430,FSM,01227588001,YUS1N,34.7548,127.7267,17.87,전남 여수시 좌수영로 162,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6809,소방청,8530c2a7fffffff,29,과밀,7,교체불필요,-,,,
431,SKM,01227588005,JJJ0A,33.5093,126.5355,52.38,제주 제주시 삼성로16길 15,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1281,SKT2,8530d1cffffffff,31,과밀,7,교체불필요,-,,,
432,FSM,01227588006,BOSBU,34.6727,127.0926,8.41,전남 보성군 회천면 우암1길 79,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6474,소방청,8530c283fffffff,4,부족,5,교체검토,-,,,
433,SKM,01227588014,GPG08,35.2037,126.898,52.63,광주 북구 설죽로 499,6,6,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1984,SKT1,8530c6affffffff,54,초과밀,8,교체불필요,-,,,
434,SKM,01227588015,MOK05,34.8127,126.446,2.98,전남 목포시 정의로 26-2,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1066,SKT2,8530c647fffffff,24,과밀,7,교체불필요,-,,,
435,SKM,01227588020,KUR03,35.2157,127.455,86.06,전남 구례군 구례읍 아양길 13,1,1,우리넷,normal,45,20년1월,2024.09.30 08:57:58,778,SKT2,8530c01bfffffff,4,부족,10,교체불필요,-,,,
436,SKM,01227588023,DSG06,35.8839,128.581,30.13,대구 서구 원대로 73,4,8,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2319,SKT3,-,,,,,-,,,
437,SKM,01227588029,SKJ04,37.5712,127.0836,22.67,서울 광진구 답십리로 388,3,5,우리넷,normal,0,20년1월,2024.09.30 08:57:58,732,SKT1,8530e1c3fffffff,112,초과밀,9,교체불필요,-,,,
438,SKM,01227588031,GNG01,35.0816,126.8323,24.19,광주 남구 고싸움로 161,2,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1158,SKT1,8530c633fffffff,30,과밀,9,교체불필요,-,,,
439,SKM,01227588033,SUN05,34.9537,127.4851,13.51,전남 순천시 별미길 18,9,9,우리넷,normal,0,20년1월,2024.09.30 08:57:58,390,SKT1,8530c04ffffffff,23,과밀,7,교체불필요,-,,,
440,SKM,01227588034,YAM01,34.8284,126.6937,24.91,전남 영암군 덕진면 예향로 1841-11,1,1,우리넷,disc.,0,20년1월,2020.12.18 16:35:32,788,SKT2,-,,,,,-,,,
441,SKM,01227588035,JID02,34.4408,126.3594,6.77,전남 진도군 고군면 고군용호길 42,3,2,우리넷,disc.,0,20년1월,2024.08.16 10:02:07,825,SKT1,-,,,,,-,,,
442,SKM,01227588038,KWY02,34.9655,127.5554,65.44,전남 광양시 광양읍 순광로 337,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,434,SKT1,8530c04ffffffff,23,과밀,10,교체불필요,-,,,
443,SKM,01227588040,MOK07,34.8041,126.3765,5,전남 목포시 청호로136번길 3,5,5,우리넷,disc.,0,20년1월,2024.02.16 10:02:58,1299,SKT2,-,,,,,-,,,
444,SKM,01227588043,GSG06,35.1247,126.871,67.1,광주 서구 풍암동 산 93-3,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1166,SKT1,8530c633fffffff,30,과밀,10,교체불필요,-,,,
445,SKM,01227588045,YUS08,34.7576,127.7093,43.02,전남 여수시 문수로 147-1,3,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,638,SKT1,8530c2a7fffffff,29,과밀,9,교체불필요,-,,,
446,FSM,01227588046,YUS1O,34.7063,127.6112,1.52,전남 여수시 화양면 옥천로 20,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6810,소방청,8530c2a3fffffff,3,부족,8,교체불필요,-,,,
447,SKM,01227588050,GGG0C,35.1402,126.8017,20.23,광주 광산구 송도로 308,2,7,우리넷,normal,0,20년1월,2024.09.30 08:57:58,525,SKT2,8530c633fffffff,30,과밀,10,교체불필요,-,,,
448,FSM,01227588052,GOK0C,35.1289,127.2536,59.52,전남 곡성군 석곡면 석곡로 22,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,5319,소방청,8530c053fffffff,4,부족,10,교체불필요,-,,,
449,SKM,01227588053,GGG02,35.192,126.8555,21.05,광주 광산구 북문대로420번길 150,2,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,379,SKT1,8530c6affffffff,54,초과밀,9,교체불필요,-,,,
450,SKM,01227588055,YUS07,34.8003,127.6546,12.33,전남 여수시 삼동로 35,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,505,SKT1,8530c2b7fffffff,3,부족,9,교체불필요,-,,,
451,SKM,01227588057,SUN0D,34.945,127.5018,4.4,전남 순천시 팔마로 126,5,6,우리넷,disc.,0,20년1월,2023.04.01 11:03:50,2284,SKT1,-,,,,,-,,,
452,FSM,01227588058,KWY0R,34.986,127.7469,2.53,전남 광양시 진월면 용소길 2,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6475,소방청,8530c07bfffffff,17,양호,10,교체불필요,-,,,
453,FSM,01227588059,KWY0S,34.9366,127.7253,2.98,전남 광양시 희망길 12-12,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:59,6476,소방청,8530c07bfffffff,17,양호,10,교체불필요,-,,,
454,SKM,01227588060,KOH02,34.5291,127.1373,0.01,전남 고흥군 도양읍 녹동남촌1길 6-7,2,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,554,SKT1,8530c213fffffff,9,양호,7,교체불필요,-,,,
455,SKM,01227588061,SUN02,34.9567,127.5355,52.36,전남 순천시 왕궁중앙길 63,2,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,378,SKT1,8530c04ffffffff,23,과밀,10,교체불필요,-,,,
456,SKM,01227588065,YUS0B,34.7648,127.6643,14.3,전남 여수시 학동1길 16-4,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1435,SKT2,8530c2a7fffffff,29,과밀,10,교체불필요,-,,,
457,FSM,01227588066,KOH0T,34.6451,127.2755,11.28,전남 고흥군 두원면 용산신송길 164,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:59,5320,소방청,8530c28ffffffff,9,양호,9,교체불필요,-,,,
458,FSM,01227588067,KOH0Z,34.5732,127.3442,7.25,전남 고흥군 포두면 후동2길 44,2,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6477,소방청,8530c217fffffff,6,양호,10,교체불필요,-,,,
459,SKM,01227588074,GDG05,35.1613,126.9191,49.21,광주 동구 무등로 332,3,8,우리넷,normal,0,20년1월,2024.09.30 08:57:59,1392,SKT2,8530c6affffffff,54,초과밀,10,교체불필요,-,,,
460,SKM,01227588077,YUS02,34.6055,127.7878,2.41,전남 여수시 돌산읍 향일암로 362,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,392,SKT1,8530c3dbfffffff,3,부족,9,교체불필요,-,,,
461,SKM,01227588079,PTK04,36.9894,126.9276,23.76,경기 평택시 안중읍 안중로99번길 8,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1041,SKT2,8530e067fffffff,8,양호,9,교체불필요,-,,,
462,SKM,01227588084,HNA02,34.5714,126.6028,41.62,전남 해남군 해남읍 중앙1로 82,4,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,793,SKT1,8530c66bfffffff,7,양호,9,교체불필요,-,,,
463,FSM,01227702837,KWY0T,34.9401,127.6977,9.35,전남 광양시 중마중앙로 109,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6478,소방청,8530c07bfffffff,17,양호,10,교체불필요,-,,,
464,SKM,01227702919,YWO0G,37.2469,128.4307,304.27,강원 영월군 북면 문곡리 산 25,1,1,엔티모아,normal,45,20년1월,2024.09.30 08:57:58,2216,SKT1,8530eeabfffffff,15,양호,7,교체불필요,-,,,
465,FSM,01227711696,HMY0A,35.6292,127.8104,195.83,경남 함양군 안의면 금성길 19,2,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7168,소방청,8530c0b3fffffff,9,양호,10,교체불필요,-,,,
466,FSM,01227712278,SAN0E,35.421,127.8733,115.12,경남 산청군 금서면 친환경로2631번길 10-33,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7043,소방청,8530c0abfffffff,8,양호,10,교체불필요,-,,,
467,FSM,01227712345,BUA0R,35.6605,126.5312,14.96,전북 부안군 변산면 내변산로 46-1,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6825,소방청,8530c453fffffff,7,양호,10,교체불필요,-,,,
468,FSM,01227712386,YON0Z,37.2788,127.1098,83.76,경기 용인시 기흥구 용구대로2152번길 34,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6314,소방청,8530e15bfffffff,19,양호,6,관찰필요,-,,,
469,FSM,01227712451,BUC12,37.5114,126.8054,21.96,경기 부천시 오정구 여월로 62,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:59,5322,소방청,8530e0affffffff,83,초과밀,10,교체불필요,-,,,
470,SKM,01227713007,SUN09,34.955,127.4863,10.43,전남 순천시 연자로 20,4,9,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1453,SKT2,8530c04ffffffff,23,과밀,9,교체불필요,-,,,
471,FSM,01227713156,BUA0P,35.62,126.4706,5.19,전북 부안군 변산면 격포항길 64-17,2,2,우리넷,normal,0,21년8월,2024.09.30 08:57:59,6823,소방청,8530c453fffffff,7,양호,9,교체불필요,-,,,
472,FSM,01227715953,KOC0I,35.4166,126.5616,52.35,전북 고창군 무장면 무장남북로 20-5,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6479,소방청,8530c44bfffffff,8,양호,10,교체불필요,-,,,
473,SKM,01227716555,EWA02,37.3798,126.9755,78.16,경기 의왕시 계원대학로 35,3,15,우리넷,normal,0,20년1월,2024.09.30 08:57:58,895,SKT1,8530e037fffffff,69,초과밀,1,교체필수,-,,,
474,SKM,01227717464,SJG2G,37.5665,126.9851,29.21,서울 중구 을지로 65,-2,40,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2635,SKT3,-,,,,,-,,,
475,SKM,01227720738,SJR53,37.5716,126.9768,28.75,서울 종로구 세종대로 지하 172,1,3,우리넷,normal,45,22년 하반기 이후,2024.09.30 08:57:58,7365,SKT1,8530e1dbfffffff,153,초과밀,,,-,,,
476,POM,01227721216,KIM0E,37.6899,126.601,14.7,경기 김포시 통진읍 조강로 42,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4883,우정사업본부,8530e0b3fffffff,7,양호,10,교체불필요,-,,,
477,FSM,01227721262,SAM1A,37.35,128.9426,658,강원 삼척시 하장면 백두대간로 2522,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7003,소방청,8530e8c3fffffff,3,부족,,,-,,,
478,FSM,01227721263,KWY0U,34.9785,127.5736,15.53,전남 광양시 광양읍 서천변로 175,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6480,소방청,8530c047fffffff,2,부족,10,교체불필요,-,,,
479,SKM,01227721278,SSM03,37.5653,126.9293,16.54,서울 서대문구 연희로 77-6,1,5,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1142,SKT2,8530e1dbfffffff,153,초과밀,9,교체불필요,-,,,
480,FSM,01227721303,CHA2L,35.1417,128.4837,31.51,경남 창원시 마산합포구 진북면 산단1길 29-30,1,2,우리넷,disc.,45,21년8월,0,5323,소방청,-,,,,,-,,,
481,SKM,01227721327,YUS01,34.7685,127.6965,62.44,전남 여수시 좌수영로 491,2,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,357,SKT1,8530c2a7fffffff,29,과밀,9,교체불필요,-,,,
482,POM,01227721349,CHA2E,35.1454,128.7013,9.24,경남 창원시 진해구 충장로 493,1,2,엔티모아,disc.,0,21년8월,2024.04.03 09:07:33,5140,우정사업본부,-,,,,,-,,,
483,FSM,01227721372,YAPB8,37.4199,127.7655,118.14,경기 양평군 양동면 양서북로 80,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7249,소방청,8530e177fffffff,4,부족,8,교체불필요,-,,,
484,POM,01227721389,BUYBW,36.3027,126.7044,112.64,충남 부여군 외산면 외산로 96,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,5213,우정사업본부,8530e22ffffffff,9,양호,10,교체불필요,-,,,
485,SKM,01227721394,SDB04,37.6629,127.0358,26.53,서울 도봉구 방학로 148,4,5,우리넷,normal,0,20년1월,2024.09.30 08:57:59,1524,SKT1,8530e1c3fffffff,112,초과밀,10,교체불필요,-,,,
486,FSM,01227721404,WAS0S,35.375,129.1468,132.84,경남 양산시 내연4길 9,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:59,5324,소방청,8530c177fffffff,25,과밀,8,교체불필요,-,,,
487,FSM,01227721425,CHA2M,35.1981,128.5748,0,경남 창원시 마산합포구 제2부두로 55,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:57,5325,소방청,8530c143fffffff,37,과밀,9,교체불필요,-,,,
488,FSM,01227721442,CHD09,35.6482,128.7632,87.36,경북 청도군 청도읍 중앙로 192-34,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,5326,소방청,8530c113fffffff,8,양호,3,교체필요,-,,,
489,SKM,01227721464,DSG0E,35.8844,128.5812,30.36,대구 서구 원대로 73,4,6,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2327,SKT3,-,,,,,-,,,
490,POM,01227721486,SUN0R,34.9468,127.4989,6.43,전남 순천시 역전길 43,1,3,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,4719,우정사업본부,8530c04ffffffff,23,과밀,10,교체불필요,-,,,
491,SKM,01227721622,YAP04,37.4909,127.4776,30.46,경기 양평군 강상면 강남로899번길 23-6,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1343,SKT2,8530e10bfffffff,8,양호,8,교체불필요,-,,,
492,SKM,01227721731,GUN04,37.3707,126.9433,35.94,경기 군포시 군포로 733,6,9,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1476,SKT1,8530e037fffffff,69,초과밀,4,교체권장,-,,,
493,SKM,01227722260,GOY0B,37.6235,126.834,20.88,경기 고양시 덕양구 충장로 122,3,9,엔티모아,normal,0,20년1월,2024.09.30 08:57:58,1466,SKT1,8530e0a7fffffff,49,과밀,10,교체불필요,-,,,
494,SKM,01227722316,SJG28,37.5665,126.9851,25.21,서울 중구 을지로 65,7,40,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2627,SKT3,-,,,,,-,,,
495,SKM,01227722346,SJG20,37.5665,126.9851,25.21,서울 중구 을지로 65,15,40,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2619,SKT3,-,,,,,-,,,
496,SKM,01227723452,GGG0Z,35.162,126.8101,42.99,광주 광산구 무진대로 269,10,15,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2512,SKT3,-,,,,,-,,,
497,SKM,01227723476,JSP01,33.2488,126.5695,52.69,제주 서귀포시 중정로 123,12,13,우리넷,normal,0,20년1월,2024.09.30 08:57:58,407,SKT1,8530d143fffffff,18,양호,,,-,,,
498,SKM,01227723518,GNG06,35.1276,126.9078,58.78,광주 남구 봉선1로 24,3,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1273,SKT2,8530c633fffffff,30,과밀,10,교체불필요,-,,,
499,FSM,01227723525,GOK0E,35.2745,127.1375,84.15,전남 곡성군 옥과면 리문6길 29,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7069,소방청,8530c0dbfffffff,6,양호,10,교체불필요,-,,,
500,SKM,01227723549,GPG01,35.1873,126.9081,45.05,광주 북구 서하로 253,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,468,SKT2,8530c6affffffff,54,초과밀,6,관찰필요,-,,,
501,SKM,01227723596,NAJ03,35.0364,126.8049,16.54,전남 나주시 산포면 마성1길 12,2,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1057,SKT2,8530c63bfffffff,7,양호,10,교체불필요,-,,,
502,FSM,01227723636,NAJB1,35.0753,126.7311,14,전남 나주시 노안면 금산로 9,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6481,소방청,8530c607fffffff,10,양호,10,교체불필요,-,,,
503,SKM,01227723653,KUR01,35.3097,127.4295,135.05,전남 구례군 산동면 상신길 30,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,430,SKT1,8530c0c7fffffff,5,부족,10,교체불필요,-,,,
504,SKM,01227723733,SJG12,37.5665,126.9851,25.21,서울 중구 을지로 65,31,40,우리넷,normal,0,20년4월,2024.09.30 08:57:58,2574,SKT3,-,,,,,-,,,
505,SKM,01227724303,HWS01,35.0545,126.9851,61.67,전남 화순군 화순읍 진각로 31-8,2,2,우리넷,normal,45,20년1월,2024.09.30 08:57:59,1310,SKT2,8530c623fffffff,7,양호,3,교체필요,-,,,
506,SKM,01227727556,JJJ01,33.4942,126.6799,154.01,제주 제주시 조천읍 와산리 873-1,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,432,SKT1,8530d11bfffffff,10,양호,10,교체불필요,-,,,
507,FSM,01227727929,KOI0B,36.871,127.8528,104.64,충북 괴산군 불정면 한불로 1602,2,2,우리넷,disc.,0,21년8월,0,7109,소방청,-,,,,,-,,,
508,SKM,01227727979,JJJ05,33.4917,126.5951,147.31,제주 제주시 봉개북1길 15,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1230,SKT1,8530d1cffffffff,31,과밀,9,교체불필요,-,,,
509,SKM,01227727995,KOH05,34.61,127.2847,32.72,전남 고흥군 고흥읍 봉황길 11-8,5,6,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1985,SKT1,8530c28ffffffff,9,양호,7,교체불필요,-,,,
510,SKM,01227728122,MOK06,34.8007,126.4162,13.42,전남 목포시 입암로4번길 3,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1285,SKT2,8530c647fffffff,24,과밀,10,교체불필요,-,,,
511,SKM,01227728160,GDG06,35.1501,126.916,52.81,광주 동구 금남로 211,1,10,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1412,SKT2,8530c637fffffff,17,양호,3,교체필요,-,,,
