NO.,시설구분,단말번호,관측소코드,위도,경도,고도,주소,설치층수,건물전체층수,제조사,연결상태,축보정,설치시점,수신시간,등록순번,시설구분세부,H3 Cell,Same_H3_Count,H3_Category,센서 품질,Sensor_Replacement_Status,통신품질기준,Communication_Quality_Status,Image_Link_1,Image_Link_2
3929,FSM,01232970750,HWA1H,37.2055,127.0721,54.8,경기 화성시 동탄반석로 188,1,2,우리넷,disc.,45,21년8월,0,7031,소방청,-,,,,,-,,,
3930,SKM,01232970752,WON2K,37.3713,127.872,119.37,강원 원주시 지정면 기업도시로 220,1,2,우리넷,normal,0,22년2월,2024.09.30 08:57:58,7324,SKT1,8530e167fffffff,7,양호,10,교체불필요,-,,,
3931,POM,01232970753,YKW0A,35.2766,126.5127,39.07,전남 영광군 영광읍 중앙로 200,1,3,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,3582,우정사업본부,8530c68ffffffff,9,양호,1,교체필수,-,,https://www.dropbox.com/scl/fi/lb6v5pve4b3f1pzp2i1uy/01232970753_1.jpg?rlkey=5y4z4e1ppfpf3uibywwk4dhcs&dl=0,https://www.dropbox.com/scl/fi/wi1eyzbld5gem4bqg5to9/01232970753_2.jpg?rlkey=1s27jp5s6s5ljcdy2ne658mkv&dl=0
3932,FSM,01232970755,TAB0I,37.1585,128.9893,662.74,강원 태백시 태백로 1120,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7124,소방청,8530e853fffffff,16,양호,2,교체시급,-,,,
3933,FSM,01232970756,YAG07,38.2019,128.0439,290.71,강원 양구군 동면 금강산로 1689,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:59,7006,소방청,8530ec9bfffffff,2,부족,9,교체불필요,-,,,
3934,FSM,01232970757,GUMBC,36.1996,128.3394,37.75,경북 구미시 고아읍 선산대로 821,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,5982,소방청,8530c5abfffffff,8,양호,9,교체불필요,-,,,
3935,FSM,01232970760,BUYC6,36.2182,126.7554,20.23,충남 부여군 홍산면 북토로 89,1,3,우리넷,disc.,45,21년8월,2024.08.26 12:02:19,5985,소방청,-,,,,,-,,,
3936,POM,01232970761,SSB0D,37.6073,127.0294,28.35,서울 성북구 동소문로 310,1,4,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4213,우정사업본부,8530e1c3fffffff,112,초과밀,9,교체불필요,-,,,
3937,FSM,01232970764,YAG0A,38.0991,127.994,204.64,강원 양구군 양구읍 중심로 92,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7009,소방청,8530ecd7fffffff,7,양호,7,교체불필요,-,,,
3938,FSM,01232970765,ANY1M,37.409,126.9092,21.91,경기 안양시 만안구 석수로 28,1,2,우리넷,disc.,45,21년8월,2024.09.16 07:12:59,6290,소방청,-,,,,,-,,,
3939,FSM,01232970766,SEO3M,37.386,127.1195,37.07,경기 성남시 분당구 양현로 14,1,3,우리넷,disc.,0,21년8월,0,7027,소방청,-,,,,,-,,,
3940,FSM,01232970767,HON0R,36.514,126.6225,15.14,충남 홍성군 광천읍 충서로 354,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6702,소방청,8530e237fffffff,12,양호,9,교체불필요,-,,,
3941,FSM,01232970769,PTKB1,37.0897,127.0622,15.81,경기 평택시 경기대로 1627,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6330,소방청,8530e393fffffff,8,양호,8,교체불필요,-,,,
3942,FSM,01232970770,KAR1J,37.6828,129.0397,26.76,강원 강릉시 강동면 정동5길 21,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6868,소방청,8530e883fffffff,6,양호,10,교체불필요,-,,,
3943,FSM,01232970771,SUW27,37.2532,127.0688,59.93,경기 수원시 영통구 매영로 325,1,3,우리넷,disc.,0,21년8월,2024.01.12 11:35:50,5986,소방청,-,,,,,-,,,
3944,FSM,01232970773,YON17,37.3197,127.1159,78.88,경기 용인시 기흥구 보정로114번길 2,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:59,6599,소방청,8530e027fffffff,35,과밀,9,교체불필요,-,,,
3945,POM,01232970774,IND0N,37.4436,126.7372,9.56,인천 남동구 장승남로 43,2,2,엔티모아,disc.,45,21년8월,2023.10.31 09:53:21,4192,우정사업본부,-,,,,,-,,,
3946,FSM,01232970775,SEO3D,37.3674,127.1226,62.46,경기 성남시 분당구 백현로 241,2,2,우리넷,disc.,0,21년8월,2022.02.09 01:52:31,5987,소방청,-,,,,,-,,,
3947,FSM,01232970776,ANY1R,37.396,126.9608,32.99,경기 안양시 동안구 관평로212번길 32,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6295,소방청,8530e037fffffff,69,초과밀,10,교체불필요,-,,,
3948,FSM,01232970777,POC18,37.9005,127.2873,144.62,경기 포천시 화현면 달인동로1길 51,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:59,6770,소방청,8530e183fffffff,11,양호,10,교체불필요,-,,,
3949,KSM,01232970778,JJJ2U,33.3927,126.2581,39,제주 제주 한림읍 명월리 1969,1,1,우리넷,normal,0,24년9월,2024.09.30 08:57:58,7883,기상청관측소,8530d037fffffff,6,양호,,,-,,,
3950,FSM,01232970779,SUW2F,37.2547,127.0364,41.66,경기 수원시 권선구 동수원로 286,1,6,우리넷,normal,0,21년8월,2024.09.30 08:57:59,6920,소방청,8530e02ffffffff,46,과밀,10,교체불필요,-,,,
3951,FSM,01232970782,JUN1A,37.4461,128.6676,348.77,강원 정선군 북평면 북평리 179-4,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7158,소방청,8530eea7fffffff,9,양호,9,교체불필요,-,,,
3952,FSM,01232970783,NYJ10,37.6968,127.2058,73.84,경기 남양주시 오남읍 진건오남로 772,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:59,5989,소방청,8530e1c7fffffff,15,양호,10,교체불필요,-,,,
3953,FSM,01232970784,SEO3N,37.386,127.1195,37.07,경기 성남시 분당구 양현로 14,1,3,우리넷,disc.,0,21년8월,0,7028,소방청,-,,,,,-,,,
3954,FSM,01232970785,TWA0W,36.7607,126.1958,5.83,충남 태안군 소원면 소근로 13,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:57,6862,소방청,8530e287fffffff,6,양호,10,교체불필요,-,,,
3955,FSM,01232970786,KIM0O,37.6024,126.7738,9.94,경기 김포시 고촌읍 은행영사정로 31,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,5990,소방청,8530e0a7fffffff,49,과밀,9,교체불필요,-,,,
3956,FSM,01232970787,POC19,37.9005,127.2873,144.62,경기 포천시 화현면 달인동로1길 51,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6771,소방청,8530e183fffffff,11,양호,10,교체불필요,-,,,
3957,FSM,01232970789,AND0X,36.6814,128.7014,158.29,경북 안동시 북후면 와북로 5,1,3,우리넷,disc.,45,21년8월,2024.05.20 12:50:44,5991,소방청,-,,,,,-,,,
3958,FSM,01232970790,ANS13,37.2402,126.6179,14.96,경기 안산시 단원구 영전로 375,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,5992,소방청,8530e00ffffffff,4,부족,10,교체불필요,-,,,
3959,FSM,01232970791,KIH1K,35.3233,128.8004,2.04,경남 김해시 한림면 한림로401번길 50,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7038,소방청,8530c147fffffff,23,과밀,10,교체불필요,-,,,
3960,FSM,01232970792,CHYBU,36.4516,126.7925,98.28,충남 청양군 청양읍 충절로 1187,1,3,우리넷,disc.,45,21년8월,2023.11.30 14:19:07,7253,소방청,-,,,,,-,,,
3961,FSM,01232970793,CHA38,35.2586,128.6311,27,경남 창원시 의창구 중동중앙로 119,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,5993,소방청,8530c143fffffff,37,과밀,3,교체필요,-,,,
3962,FSM,01232970794,GUN0C,37.3683,126.9273,71.85,경기 군포시 산본로432번길 1,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:59,6758,소방청,8530e037fffffff,69,초과밀,10,교체불필요,-,,,
3963,FSM,01232970795,HON0S,36.514,126.6225,15.14,충남 홍성군 광천읍 충서로 354,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:59,6703,소방청,8530e237fffffff,12,양호,8,교체불필요,-,,,
3964,FSM,01232970797,HWA1K,37.2503,126.911,13.16,경기 화성시 매송면 화성로2239번길 8,1,3,우리넷,disc.,0,21년8월,2024.03.15 12:38:21,7114,소방청,-,,,,,-,,,
3965,FSM,01232970800,CHI0Q,35.9678,128.4171,47.25,경북 칠곡군 왜관읍 공단로 194,1,3,우리넷,disc.,0,21년8월,0,7057,소방청,-,,,,,-,,,
3966,FSM,01232970802,HOCBI,37.6802,127.6618,103.2,강원 홍천군 서면 팔봉산로 523,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7023,소방청,8530e107fffffff,5,부족,9,교체불필요,-,,,
3967,FSM,01232970804,HWA0Z,37.2112,127.039,41.8,경기 화성시 병점중앙로 148,1,3,우리넷,disc.,0,21년8월,0,5994,소방청,-,,,,,-,,,
3968,FSM,01232970807,YWO19,37.1452,128.8414,591.27,강원 영월군 상동읍 구래로 211,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7178,소방청,8530ee27fffffff,4,부족,5,교체검토,-,,,
3969,FSM,01232970808,ANS1A,37.303,126.9055,20.48,경기 안산시 상록구 건지미길 48,1,3,우리넷,disc.,45,21년8월,0,6305,소방청,-,,,,,-,,,
3970,POM,01232970809,SEO2V,37.4414,127.1328,33.06,경기 성남시 수정구 수정로 113,1,3,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4979,우정사업본부,8530e1cbfffffff,70,초과밀,8,교체불필요,-,,https://www.dropbox.com/scl/fi/v2jgks0zl14l1ujddhyxt/01232970809_1.jpg?rlkey=5pxou9e2gvf78d7zn6mfr49gk&dl=0,https://www.dropbox.com/scl/fi/rxdpzinl3zs35rodzmy72/01232970809_2.jpg?rlkey=5a2pqg0hrih78egfiukaj8vwb&dl=0
3971,FSM,01232970810,SOK0J,38.1662,128.5254,122.04,강원 속초시 청봉로5길 39,2,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7120,소방청,8530ecabfffffff,20,양호,10,교체불필요,-,,,
3972,FSM,01232970814,IMSBX,35.6106,127.2889,267.11,전북 임실군 임실읍 감천로 33,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6837,소방청,8530c467fffffff,7,양호,8,교체불필요,-,,,
3973,FSM,01232970817,NON0Q,36.1382,127.2325,49.7,충남 논산시 양촌면 매죽헌로1665번길 27,1,2,우리넷,disc.,45,21년8월,0,7181,소방청,-,,,,,-,,,
3974,FSM,01232970818,ANS14,37.2402,126.6179,14.96,경기 안산시 단원구 영전로 375,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,5995,소방청,8530e00ffffffff,4,부족,10,교체불필요,-,,,
3975,FSM,01232970821,KIM0P,37.6335,126.5825,12.21,경기 김포시 대곶면 수남로 104,1,3,우리넷,disc.,45,21년8월,0,5996,소방청,-,,,,,-,,,
3976,FSM,01232970822,YON1K,37.1165,127.1514,35.35,경기 용인시 처인구 남사읍 봉무로15번길 13,2,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7151,소방청,8530e397fffffff,6,양호,10,교체불필요,-,,,
3977,POM,01232970823,JID09,34.481,126.265,9.15,전남 진도군 진도읍 남동1길 63,2,4,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4210,우정사업본부,8530d5b3fffffff,8,양호,10,교체불필요,-,,,
3978,FSM,01232970825,GOY1S,37.6631,126.8951,43.48,경기 고양시 덕양구 오금로 14,2,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,5997,소방청,8530e1d3fffffff,9,양호,,,-,,,
3979,FSM,01232970830,OSA0L,37.1784,127.0627,49.2,경기 오산시 북삼미로 22,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7029,소방청,8530e02ffffffff,46,과밀,8,교체불필요,-,,,
3980,POM,01232970833,CHJ2V,36.6354,127.4633,76.96,충북 청주시 서원구 사직대로 143,1,3,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,3596,우정사업본부,8530e30ffffffff,32,과밀,4,교체권장,-,,,
3981,FSM,01232970835,GUMBD,36.1989,128.3911,35.48,경북 구미시 해평면 강동로 1663,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6000,소방청,8530c533fffffff,9,양호,10,교체불필요,-,,,
3982,FSM,01232970836,BUC17,37.5079,126.7678,12.75,경기 부천시 원미구 계남로 169,1,13,우리넷,disc.,0,21년8월,2024.01.03 22:59:08,6001,소방청,-,,,,,-,,,
3983,KSM,01232970839,AND1E,36.5246,128.8314,107,경북 안동시 임하면 신덕리 528-1,0,0,우리넷,normal,0,24년6월,2024.09.30 08:57:58,7810,기상청관측소,8530ead7fffffff,10,양호,10,교체불필요,-,,,
3984,FSM,01232970841,KSA0E,36.1126,127.5489,136,충남 금산군 제원면 군북로 11,1,2,우리넷,disc.,45,21년8월,2024.07.14 10:26:09,7160,소방청,-,,,,,-,,,
3985,POM,01232970843,CHU0D,36.9821,127.9214,78.21,충북 충주시 신립로 23,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4702,우정사업본부,8530eec3fffffff,10,양호,10,교체불필요,-,,https://www.dropbox.com/scl/fi/vpfdkry7rbmzmidcas5n2/01232970843_1.jpg?rlkey=i60luspy4xs4zezrgipu0binx&dl=0,https://www.dropbox.com/scl/fi/w0ktbwn8ob2yaidfb4oz6/01232970843_2.jpg?rlkey=qf5o3cfca1vchv4fj95js0df3&dl=0
3986,FSM,01232970844,JJU3H,35.8424,127.1367,53.05,전북 전주시 덕진구 백제대로 611,1,3,우리넷,disc.,45,21년8월,2024.09.20 14:32:07,6003,소방청,-,,,,,-,,,
3987,FSM,01232970845,ANY1T,37.3903,126.9256,51.03,경기 안양시 만안구 현충로 55,2,3,우리넷,disc.,45,21년8월,2024.07.16 17:00:39,6297,소방청,-,,,,,-,,,
3988,FSM,01232970846,YAG0D,38.2854,128.138,441.42,강원 양구군 해안면 펀치볼로 1312,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7012,소방청,8530ec83fffffff,2,부족,10,교체불필요,-,,,
3989,FSM,01232970847,YEO0M,37.3926,127.5334,51.61,경기 여주시 금사면 이포로 27,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6004,소방청,8530e173fffffff,3,부족,10,교체불필요,2,통품 불안정,,
3990,POM,01232970851,YAM08,34.7509,126.4519,2.76,전남 영암군 삼호읍 대불주거1로 124,2,2,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,3995,우정사업본부,8530c67bfffffff,5,부족,10,교체불필요,-,,,
3991,POM,01232970852,KOSC0,38.3791,128.4677,19.25,강원 고성군 간성읍 간성로67번길 3,1,3,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,5175,우정사업본부,8530ecb3fffffff,9,양호,10,교체불필요,-,,https://www.dropbox.com/scl/fi/7jlad14scevqmajnmkqsv/01232970852_2.jpg?rlkey=235jr2n8dgi00izm191bkbyrl&dl=0,https://www.dropbox.com/scl/fi/igf4ryfzxcwh89bf2fuci/01232970852_1.jpg?rlkey=4461lmn4j2xpbfc7ktu2ypk8l&dl=0
3992,FSM,01232970854,YON10,37.2788,127.1098,83.76,경기 용인시 기흥구 용구대로2152번길 34,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6315,소방청,8530e15bfffffff,19,양호,10,교체불필요,-,,,
3993,FSM,01232970855,JUE0K,35.5578,126.8574,57.28,전북 정읍시 정읍남로 1421,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6700,소방청,8530c47bfffffff,10,양호,10,교체불필요,-,,,
3994,FSM,01232970856,EJB0M,37.7208,127.0482,35.3,경기 의정부시 평화로322번길 7,3,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6008,소방청,8530e1d7fffffff,28,과밀,8,교체불필요,-,,,
3995,FSM,01232970857,YAG08,38.2019,128.0439,290.71,강원 양구군 동면 금강산로 1689,2,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7007,소방청,8530ec9bfffffff,2,부족,10,교체불필요,-,,,
3996,FSM,01232970858,CHS0K,36.274,128.8921,319.68,경북 청송군 현서면 금성현서로 2487,1,2,우리넷,disc.,45,21년8월,0,6240,소방청,-,,,,,-,,,
3997,FSM,01232970859,PTKB5,36.9621,127.0591,18.8,경기 평택시 팽성읍 팽성송화로 172,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:59,6769,소방청,8530e39bfffffff,4,부족,9,교체불필요,-,,,
3998,FSM,01232970860,ICH18,37.3381,127.4911,63.47,경기 이천시 백사면 현방리 99-25,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6009,소방청,8530e147fffffff,8,양호,10,교체불필요,-,,,
3999,FSM,01232970862,HOI1B,37.5614,128.1112,200.68,강원 횡성군 갑천면 청정로 311,1,2,우리넷,disc.,0,21년8월,0,6907,소방청,-,,,,,-,,,
4000,FSM,01232970863,PTKB2,36.9905,127.1128,15.67,경기 평택시 중앙로 273,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6331,소방청,8530e383fffffff,7,양호,7,교체불필요,-,,,
4001,POM,01232970864,CHA2G,35.2156,128.6869,26.6,경남 창원시 성산구 동산로 65,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,5148,우정사업본부,8530c14ffffffff,20,양호,10,교체불필요,-,,https://www.dropbox.com/scl/fi/7xnouep0vs7gexd8kjyf0/01232970864_1.jpg?rlkey=t9uec7ka3n6pv14a923jfbyk4&dl=0,https://www.dropbox.com/scl/fi/5qsmeij8zpudgxzwxzqaq/01232970864_2.jpg?rlkey=qe62lftalypk6zsxpcze6xebk&dl=0
4002,POM,01232970866,DDK0H,35.6947,128.4399,19.22,대구 달성군 현풍읍 비슬로130길 7,1,3,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4839,우정사업본부,8530c1d7fffffff,6,양호,10,교체불필요,-,,,
4003,FSM,01232970867,GUMBE,36.1105,128.3765,35.2,경북 구미시 수출대로 112,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:57,6010,소방청,8530c53bfffffff,20,양호,10,교체불필요,-,,,
4004,FSM,01232970868,AND0Z,36.6161,128.6624,110.46,경북 안동시 서후면 학가산온천길 367,2,2,우리넷,disc.,45,21년8월,0,6011,소방청,-,,,,,-,,,
4005,FSM,01232970869,TWA0X,36.7607,126.1958,5.83,충남 태안군 소원면 소근로 13,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6863,소방청,8530e287fffffff,6,양호,10,교체불필요,-,,,
4006,FSM,01232970871,CHS0C,36.3531,129.1438,285.66,경북 청송군 주왕산면 부동로 862,1,2,우리넷,disc.,0,21년8월,0,5267,소방청,-,,,,,-,,,
4007,FSM,01232970872,GUN0B,37.3683,126.9273,71.85,경기 군포시 산본로432번길 1,2,3,우리넷,disc.,45,21년8월,0,6757,소방청,-,,,,,-,,,
4008,FSM,01232970873,INJ13,38.0614,128.1686,201.76,강원 인제군 인제읍 비봉로44번길 71,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6731,소방청,8530ecc7fffffff,5,부족,8,교체불필요,-,,,
4009,FSM,01232970874,YAG06,38.1081,128.035,224.68,강원 양구군 국토정중앙면 삼팔선로 17-1,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7005,소방청,8530ecd7fffffff,7,양호,9,교체불필요,-,,,
4010,FSM,01232970875,YAG0B,38.0991,127.994,204.64,강원 양구군 양구읍 중심로 92,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7010,소방청,8530ecd7fffffff,7,양호,10,교체불필요,-,,,
4011,FSM,01232970877,KIM0S,37.6581,126.6223,10.51,경기 김포시 양촌읍 양곡1로 85,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6263,소방청,8530e0b3fffffff,7,양호,10,교체불필요,-,,,
4012,FSM,01232970881,JIJ1A,35.1959,128.0746,27.28,경남 진주시 북장대로64번길 14,2,4,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6014,소방청,8530c02bfffffff,31,과밀,9,교체불필요,-,,,
4013,FSM,01232970883,POC0W,37.9338,127.2273,91.75,경기 포천시 신북면 호국로 2066,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6267,소방청,8530e183fffffff,11,양호,10,교체불필요,-,,,
4014,KSM,01232970884,HWCBX,38.2318,127.6885,476,강원 화천군 상서면 산양리 산107,1,1,우리넷,normal,0,24년7월,2024.09.30 08:57:58,7852,기상청관측소,85315b2bfffffff,3,부족,10,교체불필요,-,,,
4015,CPM,01232970885,IOJ07,37.2514,126.1159,9.38,인천 옹진군 덕적면 덕적북로518번길 3,1,2,엔티모아,normal,0,21년7월,2024.09.30 08:57:58,3559,해양경찰청,8530e0c3fffffff,3,부족,9,교체불필요,-,,,
4016,FSM,01232970886,YUN0K,38.0174,126.914,23.18,경기 연천군 백학면 백학산단길 16,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6241,소방청,8530e577fffffff,1,부족,10,교체불필요,-,,,
4017,FSM,01232970887,KIH1M,35.3007,128.8729,64.4,경남 김해시 생림면 생림대로259번길 115,1,3,우리넷,disc.,45,21년8월,0,7212,소방청,-,,,,,-,,,
4018,FSM,01232970889,GAPC0,37.6767,127.4946,70.38,경기 가평군 설악면 한서로 7,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6017,소방청,8530e103fffffff,2,부족,9,교체불필요,-,,,
4019,FSM,01232970892,KWM0H,37.4715,126.8456,12.19,경기 광명시 목감로 34,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6242,소방청,8530e0affffffff,83,초과밀,10,교체불필요,-,,,
4020,FSM,01232970893,GUMBF,36.2394,128.305,40.44,경북 구미시 선산읍 선산대로 1400-13,2,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6018,소방청,8530c5abfffffff,8,양호,6,관찰필요,-,,,
4021,POM,01232970898,SAJBS,36.569,128.1765,80.27,경북 상주시 함창읍 함창중앙로 109,1,3,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4117,우정사업본부,8530ee4bfffffff,9,양호,10,교체불필요,-,,,
4022,POM,01232970899,GJE0T,34.957,128.6554,10.71,경남 거제시 하청면 하청로 30,1,1,엔티모아,normal,45,21년8월,2024.09.30 08:57:59,4708,우정사업본부,8530c3a3fffffff,4,부족,,,-,,,
4023,FSM,01232970900,HWA1D,37.131,126.9206,30.49,경기 화성시 향남읍 향남로 399,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6623,소방청,8530e02bfffffff,6,양호,10,교체불필요,-,,,
4024,FSM,01232970901,KSA0B,36.0999,127.4801,171.9,충남 금산군 금산읍 삼풍로 2,1,3,우리넷,disc.,45,21년8월,0,6842,소방청,-,,,,,-,,,
4025,FSM,01232970904,KOH1H,34.7792,127.3336,14,전남 고흥군 동강면 서민호길 5,1,2,엔티모아,normal,45,22년 하반기 이후,2024.09.30 08:57:59,7651,소방청,8530c287fffffff,7,양호,10,교체불필요,-,,,
4026,FSM,01232970906,MIL0E,35.5072,128.8285,34.73,경남 밀양시 산외면 산외로 595-21,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6020,소방청,8530c103fffffff,4,부족,10,교체불필요,-,,,
4027,FSM,01232970907,JIJ1B,35.2117,128.1339,18.9,경남 진주시 금산면 송백로 477,3,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6021,소방청,8530c023fffffff,5,부족,10,교체불필요,-,,,
4028,FSM,01232970908,GAPC1,37.8859,127.5499,107.14,"경기도 가평군 북면 화악산로 8-6 (북면, 북면119지역대)",2,2,우리넷,disc.,0,21년8월,2021.11.11 08:10:00,6022,소방청,-,,,,,-,,,
4029,FSM,01232970909,YOJBY,36.9754,128.651,304.73,경북 영주시 부석면 부석로 1,1,2,우리넷,disc.,0,21년8월,0,6023,소방청,-,,,,,-,,,
4030,FSM,01232970910,YON16,37.2301,127.2889,148.73,경기 용인시 처인구 양지면 남평로 46,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6321,소방청,8530e143fffffff,7,양호,10,교체불필요,-,,,
4031,FSM,01232970911,NYJ13,37.5361,127.3034,48.98,경기 남양주시 조안면 북한강로 120-1,2,2,우리넷,disc.,45,21년8월,2024.07.22 17:41:52,6024,소방청,-,,,,,-,,,
4032,FSM,01232970912,SAM1F,37.4464,129.1712,13.29,강원 삼척시 봉황로 101,1,2,우리넷,disc.,45,21년8월,0,7280,소방청,-,,,,,-,,,
4033,FSM,01232970914,GUR0A,37.6042,127.1419,19.91,경기 구리시 건원대로34번길 28,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6025,소방청,8530e1c3fffffff,112,초과밀,10,교체불필요,2,통품 불안정,,
4034,POM,01232970915,ANY1G,37.3877,126.9458,30.56,경기 안양시 동안구 시민대로 119,1,1,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4758,우정사업본부,8530e037fffffff,69,초과밀,10,교체불필요,-,,https://www.dropbox.com/scl/fi/s1dzzivig96fi3fyycyr1/01232970915_1.jpg?rlkey=exvq46uxrxzersn6compeuaa4&dl=0,https://www.dropbox.com/scl/fi/fsb9h8j2owjn03kl21ys6/01232970915_2.jpg?rlkey=g7g7oh22hft7lekmf4divhkte&dl=0
4035,FSM,01232970919,NYJ14,37.6968,127.2058,73.84,경기 남양주시 오남읍 진건오남로 772,1,3,우리넷,disc.,0,21년8월,0,6026,소방청,-,,,,,-,,,
4036,FSM,01232970920,KSA0D,36.1432,127.3684,185.81,충남 금산군 진산면 읍내로 47-1,2,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7159,소방청,8530c4a7fffffff,3,부족,10,교체불필요,-,,,
4037,FSM,01232970922,BRY0X,36.3334,126.6084,39.68,충남 보령시 성주산로 63,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7100,소방청,8530e22ffffffff,9,양호,10,교체불필요,-,,,
4038,FSM,01232970923,GUMBG,36.1989,128.3911,35.48,경북 구미시 해평면 강동로 1663,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6027,소방청,8530c533fffffff,9,양호,9,교체불필요,-,,,
4039,FSM,01232970925,YOY0A,36.5981,129.0872,193.47,경북 영양군 입암면 입암로 153,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6028,소방청,8530ea8ffffffff,7,양호,9,교체불필요,-,,,
4040,FSM,01232970926,YAPB4,37.4803,127.4782,36.74,경기 양평군 강상면 송학길 54,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6280,소방청,8530e10bfffffff,8,양호,5,교체검토,-,,,
4041,FSM,01232970927,YOY0B,36.6595,129.1165,254.79,경북 영양군 영양읍 군민회관길 42-14,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6029,소방청,8530ea8ffffffff,7,양호,1,교체필수,-,,,
4042,FSM,01232970928,SACB4,35.0028,127.9757,13.3,경남 사천시 서포면 서포로 221,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:59,6541,소방청,8530c067fffffff,7,양호,6,관찰필요,-,,,
4043,FSM,01232970930,AND10,36.6161,128.6624,110.46,경북 안동시 서후면 학가산온천길 367,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6030,소방청,8530ee6ffffffff,7,양호,9,교체불필요,-,,,
